,problem_text,topic
2265,"He knows there's a man in this company who knows all the other members of the company, but nobody knows him. A journalist can ask every member of the company, ""Do you know that?"" (a) Can a journalist find out who the company is Z by asking less than n questions? (b) Find the smallest number of questions enough to be sure to find Z and prove that fewer questions can't be avoided. (All answers are true. One person can ask a few questions.)",graphs
2266,"Is there a natural number, multiple 2007, the sum of which is 2007?",number_theory
2267,"200 members of Parliament: There were 200 contests in the course of the session, each involving a number of two deputies, and prove that 67 members of Parliament could be merged into a commission, of which no two had established a relationship in the dispute.",combinatorics
2268,There are n points on the plane. How many ends are there at these points?,combinatorics
2269,"There are 200 points in space. Each of the two points is connected by a segment, and the portions do not overlap. Each segment is painted in one of the K colors. The Petia wants to paint each point in one of these colors so that there are no two points and a segment between them in the same colour. Is Pete always able to do this if (a) K = 7; (b) K = 10?",number_theory
2270,"Several straight lines, none of which are parallel, cut the plane into parts. Inside one of these parts the point A was noted. Prove that the point lying with A on different sides of all the straight lines exists when and only when the part containing A is unlimited.",dirichlet
2271,"( b) Let k of the records be erased, and it is known that no three cities in this country are on the same line.",graphs
2272,"(a) Prove that in the table where each number is equal to the sum of the three numbers above it, there is an even number in each row (starting with the third line). b) Does each line (other than the first two) have a multiple of 3?",number_theory
2273,(b).................................................................,combinatorics
2274,Is there any number of species 1.1 divided by 57?,dirichlet
2275,Pete's first grader only knows the number 1. Prove that he can write down a number that's divided into 2001.,dirichlet
2276,"To prove that if the natural number k is divided into 101010101, at least six digits are different from zero in its decimal place.",number_theory
2277,"Consider a graph where the vertices correspond to all three elements of multiple {1, 2, 3,......, 2k}, and the ribs are drawn between the vertices that correspond to the subsets that cross exactly the same element. Find a minimum number of colors in which the tops of the graph can be painted in such a way that any two vertices connected by the rib are of different colours.",graphs
2278,"The following shall be demonstrated: The following shall be demonstrated by: The heights of the A1; B1 and C1 points respectively: Prove that the heights of the A1; B1B1C1 triangle lie on the straight AA1, BB1 and CC1 are located on the straight AA1, BB1 and CC1. Send a comment Decision 52391 The following: [The value of the angle between two chords and two singinging sides: [The size of the angle between two chords and two singinginginging sides] [The written quadrigons (other) are written in the diagon (other)] [The four points standing on the same circle] The difficulties: 4-Classss: 8.9 Classsssss: 8.9. The points are given in the circle AA, B, C, C, D, D in the order are given in the order; M, C, the mid of the arc of the AB arc of the AB; and the points at the intersection of the chord of AB, and the mid of the AB, and the mid of the two chord of the A, and the mid of the mid of the mid, and MD, and MD, the points at the ch dod, the chd, the chd, the chd, and Md, and the MD, the Md, the Md, the Md, the Md, the Md, the Md, the Md, the Md, the Md, the Md, the Md, the Md, the Md, the Md, the Md, and Md, the Md, the Md, and Md, the Md, and Md, the Md, the Md, the Md, the dod, the dod, and Md, the Md, the main, the K, and Md, the K, the Kd, the K, the K, the K, the K, the K, the K, and the side, the K, the side, and M, the, the, the, the, the, the, the, the, the main, the side, the, the, the side, the side, the, the",geometry
2279,To prove: the sum (a) of any number of even aggregates is even; (b) the even number of odd aggregates is odd; (c) the odd number of odd aggregates is odd.,number_theory
2280,"In the cities of Swambran, every two roads are connected, and the roads are congregated only in the cities (no intersections, one road is raised above the other), and the evil sorcerer sets up a one-way route on all roads so that if you can leave the city you can not return to it, you can prove that (a) the sorcerer can do it; (b) there will be a city from which you can reach everyone, and there will be a city from which you can't leave; (c) there is only one way out of all the cities; (g) the sorcererer can accomplish his purpose by means of N!",combinatorics
2281,"It's okay. It's okay, it's okay, it's okay.",polynoms
2282,Prove that n3 + 2n is divided by 3 for any natural n.,number_theory
2283,"For any natural numbers a1, a2,,,,,, none of which are equal to each other and none of which are divided into a square of a natural number, greater than one, and for any whole and different from zero whole numbers b1, b2,, bm the sum is not zero.",number_theory
2284,"The teacher wrote a two-digit number on the board and asked Dim in turn if it was divided by 2? 3? 3??... 4?... 9? Dima answered all eight questions correctly, and the answer ""yes"" and ""no"" was equal. (a) Can you answer at least one of the teacher's questions now, without even knowing the number? (b) And at least two questions?",number_theory
2285,The quadrilateral f(x) has two different roots. Is it possible that equation f(f(x)) = 0 has three different roots and equation f(f(f(x)) = 0 = seven different roots?,polynoms
2286,"Are there three numbers that if you put them in one order as coefficients of square three, it has two positive roots, and if it's two negative?",polynoms
2287,"The paper sheet contains 11 horizontal and 11 vertical straight lines whose intersection points are called knots, strings."" We will call a line segment connecting two adjacent knots to one line. What is the lowest number of links to be erased so that each knot does not have more than three links?",combinatorics
